Metadata_Source,Metadata_Batch,Metadata_Plate,Metadata_Well,Metadata_Site,FileName_OrigAGP,FileName_OrigDNA,FileName_OrigER,FileName_OrigMito,FileName_OrigRNA,PathName_OrigAGP,PathName_OrigDNA,PathName_OrigER,PathName_OrigMito,PathName_OrigRNA
source_4,2021_04_26_Batch1,BR00117035,A02,2,r01c02f02p01-ch2sk1fk1fl1.tiff,r01c02f02p01-ch5sk1fk1fl1.tiff,r01c02f02p01-ch4sk1fk1fl1.tiff,r01c02f02p01-ch1sk1fk1fl1.tiff,r01c02f02p01-ch3sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/
source_4,2021_04_26_Batch1,BR00117035,A02,3,r01c02f03p01-ch2sk1fk1fl1.tiff,r01c02f03p01-ch5sk1fk1fl1.tiff,r01c02f03p01-ch4sk1fk1fl1.tiff,r01c02f03p01-ch1sk1fk1fl1.tiff,r01c02f03p01-ch3sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/
source_4,2021_04_26_Batch1,BR00117035,A02,4,r01c02f04p01-ch2sk1fk1fl1.tiff,r01c02f04p01-ch5sk1fk1fl1.tiff,r01c02f04p01-ch4sk1fk1fl1.tiff,r01c02f04p01-ch1sk1fk1fl1.tiff,r01c02f04p01-ch3sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/
source_4,2021_04_26_Batch1,BR00117035,A02,5,r01c02f05p01-ch2sk1fk1fl1.tiff,r01c02f05p01-ch5sk1fk1fl1.tiff,r01c02f05p01-ch4sk1fk1fl1.tiff,r01c02f05p01-ch1sk1fk1fl1.tiff,r01c02f05p01-ch3sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/
source_4,2021_04_26_Batch1,BR00117035,A02,6,r01c02f06p01-ch2sk1fk1fl1.tiff,r01c02f06p01-ch5sk1fk1fl1.tiff,r01c02f06p01-ch4sk1fk1fl1.tiff,r01c02f06p01-ch1sk1fk1fl1.tiff,r01c02f06p01-ch3sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/
source_4,2021_04_26_Batch1,BR00117035,A02,7,r01c02f07p01-ch2sk1fk1fl1.tiff,r01c02f07p01-ch5sk1fk1fl1.tiff,r01c02f07p01-ch4sk1fk1fl1.tiff,r01c02f07p01-ch1sk1fk1fl1.tiff,r01c02f07p01-ch3sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/
source_4,2021_04_26_Batch1,BR00117035,A02,8,r01c02f08p01-ch2sk1fk1fl1.tiff,r01c02f08p01-ch5sk1fk1fl1.tiff,r01c02f08p01-ch4sk1fk1fl1.tiff,r01c02f08p01-ch1sk1fk1fl1.tiff,r01c02f08p01-ch3sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/
source_4,2021_04_26_Batch1,BR00117035,A02,9,r01c02f09p01-ch2sk1fk1fl1.tiff,r01c02f09p01-ch5sk1fk1fl1.tiff,r01c02f09p01-ch4sk1fk1fl1.tiff,r01c02f09p01-ch1sk1fk1fl1.tiff,r01c02f09p01-ch3sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/
source_4,2021_04_26_Batch1,BR00117035,A03,1,r01c03f01p01-ch2sk1fk1fl1.tiff,r01c03f01p01-ch5sk1fk1fl1.tiff,r01c03f01p01-ch4sk1fk1fl1.tiff,r01c03f01p01-ch1sk1fk1fl1.tiff,r01c03f01p01-ch3sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/
source_4,2021_04_26_Batch1,BR00117035,A03,2,r01c03f02p01-ch2sk1fk1fl1.tiff,r01c03f02p01-ch5sk1fk1fl1.tiff,r01c03f02p01-ch4sk1fk1fl1.tiff,r01c03f02p01-ch1sk1fk1fl1.tiff,r01c03f02p01-ch3sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/
source_4,2021_04_26_Batch1,BR00117035,A03,3,r01c03f03p01-ch2sk1fk1fl1.tiff,r01c03f03p01-ch5sk1fk1fl1.tiff,r01c03f03p01-ch4sk1fk1fl1.tiff,r01c03f03p01-ch1sk1fk1fl1.tiff,r01c03f03p01-ch3sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/
source_4,2021_04_26_Batch1,BR00117035,A03,4,r01c03f04p01-ch2sk1fk1fl1.tiff,r01c03f04p01-ch5sk1fk1fl1.tiff,r01c03f04p01-ch4sk1fk1fl1.tiff,r01c03f04p01-ch1sk1fk1fl1.tiff,r01c03f04p01-ch3sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/
source_4,2021_04_26_Batch1,BR00117035,A03,5,r01c03f05p01-ch2sk1fk1fl1.tiff,r01c03f05p01-ch5sk1fk1fl1.tiff,r01c03f05p01-ch4sk1fk1fl1.tiff,r01c03f05p01-ch1sk1fk1fl1.tiff,r01c03f05p01-ch3sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/
source_4,2021_04_26_Batch1,BR00117035,A03,6,r01c03f06p01-ch2sk1fk1fl1.tiff,r01c03f06p01-ch5sk1fk1fl1.tiff,r01c03f06p01-ch4sk1fk1fl1.tiff,r01c03f06p01-ch1sk1fk1fl1.tiff,r01c03f06p01-ch3sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/
source_4,2021_04_26_Batch1,BR00117035,A03,7,r01c03f07p01-ch2sk1fk1fl1.tiff,r01c03f07p01-ch5sk1fk1fl1.tiff,r01c03f07p01-ch4sk1fk1fl1.tiff,r01c03f07p01-ch1sk1fk1fl1.tiff,r01c03f07p01-ch3sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/
source_4,2021_04_26_Batch1,BR00117035,A03,8,r01c03f08p01-ch2sk1fk1fl1.tiff,r01c03f08p01-ch5sk1fk1fl1.tiff,r01c03f08p01-ch4sk1fk1fl1.tiff,r01c03f08p01-ch1sk1fk1fl1.tiff,r01c03f08p01-ch3sk1fk1fl1.tiff,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/,/home/ubuntu/bucket/cpg0016-jump/source_4/images/2021_04_26_Batch1/images/BR00117035__2021-05-02T16_02_51-Measurement1/Images/
